id,text,label,departure,destination
18414,il me faut un trajet du cote de polliat au serdinya,VALID,Polliat,Serdinya
18415,Réserve moi une place pour Saint-Aubin-sur-Scie en provenance de Bergerac,VALID,Bergerac,Saint-Aubin-sur-Scie
18416,raocnte moi une blague,INVALID,,
18417,je voudrais une pizza,INVALID,,
18418,Je voudrais une pizza,INVALID,,
18419,billet Moreuil depuis Bonnemain,VALID,Bonnemain,Moreuil
18420,Varilhes - Vonnas,VALID,Varilhes,Vonnas
18421,Quel temps fait-il à Anstaing ?,INVALID,,
18422,Martigues - Bagnols-sur-Cèze,VALID,Martigues,Bagnols-sur-Cèze
18423,"bonjour helene, comment ca va ?",INVALID,,
18424,billet vitry-le-françois depuis loison-sous-lens,VALID,Loison-sous-Lens,Vitry-le-François
18425,a quelle heure part un voyage au paris gare du nord ?,VALID,,Paris Gare du Nord
18426,un train vers la baule-escoublac depuis pagny-sur-moselle,VALID,Pagny-sur-Moselle,La Baule-Escoublac
18427,"Je dois aller à Bitschwiller-lès-Thann pour une réunion, je pars de Les Clairières de Verneuil",VALID,Les Clairières de Verneuil,Bitschwiller-lès-Thann
18428,c'est quoi le sens de la vie ?,INVALID,,
18429,train saint-germain-des-fossés mauzé-sur-le-mignon,VALID,Saint-Germain-des-Fossés,Mauzé-sur-le-Mignon
18430,est-ce qu'il y a un ter a issy-les-moulineaux ?,VALID,,Issy-les-Moulineaux
18431,il me faut un tgv venant de monteux vers peillon-ste-thecle,VALID,Monteux,Peillon-Ste-Thècle
18432,J'aimerais une place depuis Herblay au La Madeleine,VALID,Herblay,La Madeleine
18433,donne-moi un trajet entre jouy et esvres sur indre,VALID,Jouy,Esvres sur Indre
18434,billet auneau depuis nozières - brignon,VALID,Nozières - Brignon,Auneau
18435,billet Saint-Victurnien depuis Paris Gare de Lyon,VALID,Paris Gare de Lyon,Saint-Victurnien
18436,un tgv vers chevillon de voiron,VALID,Voiron,Chevillon
18437,billet saint-pierre-des-corps depuis bischheim,VALID,Bischheim,Saint-Pierre-des-Corps
18438,train orry-la-ville - coye rognac,VALID,Orry-la-Ville - Coye,Rognac
18439,billet Libercourt depuis Arenc Euroméditerranée,VALID,Arenc Euroméditerranée,Libercourt
18440,Je m'appelle Les Bardys,INVALID,,
18441,billet épanvilliers depuisn anteuil - saâcy,VALID,Nanteuil - Saâcy,Épanvilliers
18442,Trouve-moi un voyage entre Reims Maison Blanche et Ailly-sur-Noye,VALID,Reims Maison Blanche,Ailly-sur-Noye
18443,la ville de bauvin - provin est belle,INVALID,,
18444,c'est quoi le sens de la vie ?,INVALID,,
18445,réserve moi une place pour gièvres en provenance de vauboyen,VALID,Vauboyen,Gièvres
18446,billet Mennetou-sur-Che rdepuis Villeneuve-sur-Yonne,VALID,Villeneuve-sur-Yonne,Mennetou-sur-Cher
18447,Ludon-Médoc - Bas Évette,VALID,Ludon-Médoc,Bas Évette
18448,je voudrais un trajet depuis montreuil à destination de delle,VALID,Montreuil,Delle
18449,réserve moi une place pour escaudœuvres ne provenance de salses-le-château,VALID,Salses-le-Château,Escaudœuvres
18450,billet Joncherey depuis Cinq-Mars-la-Pile,VALID,Cinq-Mars-la-Pile,Joncherey
18451,je veux un billet venant de gujan-mestras pour meximieux - pérouges,VALID,Gujan-Mestras,Meximieux - Pérouges
18452,Existe-t-il un aller-simple au Servon-sur-Vilaine ?,VALID,,Servon-sur-Vilaine
18453,train Saint-Dié-des-Vosges Saint-Agnan,VALID,Saint-Dié-des-Vosges,Saint-Agnan
18454,"Je dois aller à Mouroux pour une réunion, je pars de Culmont - Chalindrey",VALID,Culmont - Chalindrey,Mouroux
18455,Breitenbach - Dourdan,VALID,Breitenbach,Dourdan
18456,Réserve moi une place pour Le Bougret T11 en provenance de Mouchard,VALID,Mouchard,Le Bourget T11
18457,Reserve moi une place pour Verneuil-sur-Vienne en provenance de Mirecourt,VALID,Mirecourt,Verneuil-sur-Vienne
18458,Quels sont les un TER en direction de Pierreville ?,VALID,,Pierreville
18459,a quelle heure part un voyage vers saint-roch ?,VALID,,Saint-Roch
18460,Sors-moi une liaison entre Namps - Quevauvillers et Franois,VALID,Namps - Quevauvillers,Franois
18461,billet villers-bretonneux depuis mont-sur-meurthe,VALID,Mont-sur-Meurthe,Villers-Bretonneux
18462,un aller-simple à marseille-en-beauvaisis de saint-andré-de-cubzac,VALID,Saint-André-de-Cubzac,Marseille-en-Beauvaisis
18463,Je voudrais un TER partant de Exideuil-sur-Vienne vers Romilly-la-Puthenaye,VALID,Exideuil-sur-Vienne,Romilly-la-Puthenaye
18464,"j edois aller à thourotte pour une réunion, je pars de les longevilles-rochejean",VALID,Les Longevilles-Rochejean,Thourotte
18465,un aller à destination de Orchies depuis Houlgate,VALID,Houlgate,Orchies
18466,Réserve moi une place pour Goussainville en provenance de Le Burg,VALID,Le Burg,Goussainville
18467,donnem-oi un trajet entre hénin-beaumont et irigny yvours,VALID,Hénin-Beaumont,Irigny Yvours
18468,train rue le mée-sur-seine,VALID,Rue,Le Mée-sur-Seine
18469,y a-t-il un voyage en direction de cros de cagnes ?,VALID,,Cros de Cagnes
18470,un train au Grenobl eUniversités - Gières en partant de Le Rouget,VALID,Le Rouget,Grenoble Universités - Gières
18471,a quelle heure part un voyage en direction de aubrives ?,VALID,,Aubrives
18472,une liaison pour Billy-Montigny partant de Saint-Aigulin - La Roche-Chalais,VALID,Saint-Aigulin - La Roche-Chalais,Billy-Montigny
18473,réserve moi une place pour épinay-sur-seine t11 en provenance de épernon,VALID,Épernon,Épinay-sur-Seine T11
18474,je veux un ter venant de morez a destination de cergy saint-christophe,VALID,Morez,Cergy Saint-Christophe
18475,un billet jusqu'à épluches au départ de lathus-saint-rémy,VALID,Lathus-Saint-Rémy,Épluches
18476,Raconte moi une blague,INVALID,,
18477,billet Nanteuil - Saâcy depuis Terrasson-Lavilledieu,VALID,Terrasson-Lavilledieu,Nanteuil - Saâcy
18478,affiche une liaison entre irigny yvours et pierrelatte,VALID,Irigny Yvours,Pierrelatte
18479,je voudrais une pizza,INVALID,,
18480,Chamousset - Nerondes,VALID,Chamousset,Nérondes
18481,recherche un train depuis boisseaxu à mulhouse zu rhein tram-train,VALID,Boisseaux,Mulhouse Zu Rhein Tram-Train
18482,Reserve moi une place pour St-Germain-St-Remy en provenance de Pierre-Buffiere,VALID,Pierre-Buffière,St-Germain-St-Rémy
18483,train Morteau Ingersheim - Cité Scolaire,VALID,Morteau,Ingersheim - Cité Scolaire
18484,j'aimerais un aller partant de langeais pour luc,VALID,Langeais,Luc
18485,A quelleh eure part un TER en direction de Le Vernet d'Ariege ?,VALID,,Le Vernet d'Ariège
18486,trouve-moi un ter entre cherbourg-en-cotentin et tergnier,VALID,Cherbourg-en-Cotentin,Tergnier
18487,reserve moi une place pour chambly en provenance de strazeele,VALID,Strazeele,Chambly
18488,Est-ce qu'il y  aun aller-simple à destination de Sens ?,VALID,,Sens
18489,"Je dois aller à Saint-Saturnin-lès-Avignon pour une réunion, je pars de Mailly-la-Ville",VALID,Mailly-la-Ville,Saint-Saturnin-lès-Avignon
18490,A quelle heure part un billet au Agen ?,VALID,,Agen
18491,Y a-t-il un voyage jusqu'à Mont-sur-Meurthe ?,VALID,,Mont-sur-Meurthe
18492,un TER jusqu'a Bergues au depart de Etang-sur-Arroux,VALID,Étang-sur-Arroux,Bergues
18493,j'aimerais un trajet depuis presels courcelles en direction de neuilly - porte maillot,VALID,Presles Courcelles,Neuilly - Porte Maillot
18494,réserve moi une place pour langogne en provenance de saint-rome-de-cernon,VALID,Saint-Rome-de-Cernon,Langogne
18495,billet hombourg-haut depuis corps-nuds,VALID,Corps-Nuds,Hombourg-Haut
18496,train Orangis Bois de l'Épine Pierre-Buffière,VALID,Orangis Bois de l'Épine,Pierre-Buffière
18497,un train en direction de Estrées-Saint-Denis au départ de Pierrefitte - Stains,VALID,Pierrefitte - Stains,Estrées-Saint-Denis
18498,Est-ce qu'il y a un voyage à Aix-en-Provence ?,VALID,,Aix-en-Provence
18499,train Maillé Sierentz,VALID,Maillé,Sierentz
18500,"je dois aller à le genest-saint-isle pour une réunion, je pars de benfeld",VALID,Benfeld,Le Genest-Saint-Isle
18501,etalans -a illy-sur-somme,VALID,Étalans,Ailly-sur-Somme
18502,une place en direction de croix sainte partant de égly,VALID,Égly,Croix Sainte
18503,Quels sont les un aller-simple pour Achères Ville ?,VALID,,Achères Ville
18504,Réserve moi une place pour Deville en provenance de Mullerhof,VALID,Mullerhof,Deville
18505,Je m'appelle Saint-Féliu-d'Avall,INVALID,,
18506,La ville de Brimeux est belle,INVALID,,
18507,"Je dois aller à Theillay pour une réunion, je pars de Campagne",VALID,Campagne,Theillay
18508,un billet pour pontcharra - saint-forgeux venant de châtel - nomexy,VALID,Châtel - Nomexy,Pontcharra - Saint-Forgeux
18509,billet capvern depuis saint-rambert-d'albon,VALID,Saint-Rambert-d'Albon,Capvern
18510,halsou - larressore - arches,VALID,Halsou - Larressore,Arches
18511,Reserve moi une place pour Evry-Courcouronnes en provenance de Dives-sur-Mer Port Guillaume,VALID,Dives-sur-Mer Port Guillaume,Évry-Courcouronnes
18512,"je dois aller à broons pour une réunion, je pars de éragny - neuville",VALID,Éragny - Neuville,Broons
18513,j'ai besoin de un billet partant de selles-sur-cher au évian-les-bains,VALID,Selles-sur-Cher,Évian-les-Bains
18514,Réserve moi une place pour Le Pallet en provenance de Bréval,VALID,Bréval,Le Pallet
18515,embrun - thourotte,VALID,Embrun,Thourotte
18516,Je m'appelle Artix,INVALID,,
18517,y a-t-il un trajet au agonac ?,VALID,,Agonac
18518,"Bonjour Jacques, comment ça va ?",INVALID,,
18519,"Bonjour Noel, comment ca va ?",INVALID,,
18520,train Chamelet Mitry - Claye,VALID,Chamelet,Mitry - Claye
18521,Je voudrais une pizza,INVALID,,
18522,Sarre-Union - Saint-Martin-le-Beau,VALID,Sarre-Union,Saint-Martin-le-Beau
18523,billet saint-rome-de-cernon depuis saint-nom-la-bretèche forêt de marly,VALID,Saint-Nom-la-Bretèche Forêt de Marly,Saint-Rome-de-Cernon
18524,Cherche un trajet entre Reuilly et Origny-en-Thierache,VALID,Reuilly,Origny-en-Thiérache
18525,La ville de Bengy-sur-Craon est belle,INVALID,,
18526,Rodez - Jaunay-Clan,VALID,Rodez,Jaunay-Clan
18527,donne-moi une place entre origny-en-thiérache et agonac,VALID,Origny-en-Thiérache,Agonac
18528,affiche un train entre grand-combe la pise et la baule-escoublac,VALID,Grand-Combe la Pise,La Baule-Escoublac
18529,la ville de saint-laurent-de-la-pree - fouras est belle,INVALID,,
18530,billet Condat - Le Lardin depuis Domfront-en-Champagne,VALID,Domfront-en-Champagne,Condat - Le Lardin
18531,j'aimerais un train en partant de dieulouard à destination de la ferté-sous-jouarre,VALID,Dieulouard,La Ferté-sous-Jouarre
18532,est-ce qu'il y a un train à destination de reims ?,VALID,,Reims
18533,je veux un train en partant de ax-les-thermes au bourron-marlotte - grez,VALID,Ax-les-Thermes,Bourron-Marlotte - Grez
18534,Est-ce qu'il y a un trajet vers Goxwiller ?,VALID,,Goxwiller
18535,je cherche un trajet venant de montlaur à la celle-saint-cloud,VALID,Montlaur,La Celle-Saint-Cloud
18536,reserve moi une place pour berlaimont en provenance de freinville sevran,VALID,Freinville Sevran,Berlaimont
18537,billet grande-synthe depuis lapeyrouse,VALID,Lapeyrouse,Grande-Synthe
18538,j'ai besoin de un trajet partant de fos-sur-mer en direction de saincaize-meauce,VALID,Fos-sur-Mer,Saincaize-Meauce
18539,billet Biffontaine depuis Epfig,VALID,Epfig,Biffontaine
18540,a quelle heure part une liaison vers paris gare du nord ?,VALID,,Paris Gare du Nord
18541,train Couliboeuf Dangé-Saint-Romain,VALID,Couliboeuf,Dangé-Saint-Romain
18542,go pour un billet entre montreuil-bellay et chatellerault,VALID,Montreuil-Bellay,Châtellerault
18543,"Je dois aller à Les Échets pour une réunion, je pars de Saint-Amour",VALID,Saint-Amour,Les Échets
18544,Reserve moi une place pour Dordives en provenance de Brionne,VALID,Brionne,Dordives
18545,quels sont les un aller pour vireux-molhain ?,VALID,,Vireux-Molhain
18546,mulhouse dornach - marly-le-roi,VALID,Mulhouse Dornach,Marly-le-Roi
18547,"je dois aller à saint-gilles-croix-de-vie pour une réunion, je pars de froncles buxières",VALID,Froncles Buxières,Saint-Gilles-Croix-de-Vie
18548,billet Lestelle depuis Aimargues,VALID,Aimargues,Lestelle
18549,quels sont les une liaison au bassens ?,VALID,,Bassens
18550,billet Saint-Victor-l'Abbaye depuis Schweighouse-sur-Moder,VALID,Schweighouse-sur-Moder,Saint-Victor-l'Abbaye
18551,je veux un tgv venant de langeac en direction de feuquières - broquiers,VALID,Langeac,Feuquières - Broquiers
18552,Je cherche mon ami Laetitia,INVALID,,
18553,Y a-t-il un voyage en direction de Lus-la-Croix-Haute ?,VALID,,Lus-la-Croix-Haute
18554,sors-moi un voyage entre la bernerie-en-retz et pierrelaye,VALID,La Bernerie-en-Retz,Pierrelaye
18555,go pour un trajet entre thézy-glimont et rouillé,VALID,Thézy-Glimont,Rouillé
18556,"je dois aller a la courneuve - aubervilliers pour une reunion, je pars de salechan-siradan",VALID,Saléchan-Siradan,La Courneuve - Aubervilliers
18557,Thann - Port-Saint-Père - Saint-Mars,VALID,Thann,Port-Saint-Père - Saint-Mars
18558,est-ce qu'il y a un tgv en direction de montbeliard ?,VALID,,Montbéliard
18559,un trajet pour magnac - vicq depuis arleux,VALID,Arleux,Magnac - Vicq
18560,Wittring - Le Bruel,VALID,Wittring,Le Bruel
18561,billet Jarville-la-Malgrange depuis Touet-de-l'Escarene,VALID,Touët-de-l'Escarène,Jarville-la-Malgrange
18562,"je dois aller à sevran beaudottes pour une réunion, je pars de plerguer",VALID,Plerguer,Sevran Beaudottes
18563,billet nyers depuis venerque - vernet,VALID,Venerque - Vernet,Nyers
18564,Affiche un TGV entre Torfou-Sèvremoine et Meyrargues,VALID,Torfou-Sèvremoine,Meyrargues
18565,Réserve moi une place pour Iwuy en provenance de Saint-Émilion,VALID,Saint-Émilion,Iwuy
18566,j'ai besoin de un train partant de saint-jean-d'angély jusqu'à verneuil-sur-avre,VALID,Saint-Jean-d'Angély,Verneuil-sur-Avre
18567,lumes - puteaux,VALID,Lumes,Puteaux
18568,Bar-sur-Aube - Strasbourg Roethig,VALID,Bar-sur-Aube,Strasbourg Roethig
18569,"je dois aller à machecoul pour une réunion, je pars de saint-jean-pied-de-port",VALID,Saint-Jean-Pied-de-Port,Machecoul
18570,je veux une place depuis wimille - wimereux en direction de marles-en-brie,VALID,Wimille - Wimereux,Marles-en-Brie
18571,billet La Gorp depuis Saint-Cyr-l'École,VALID,Saint-Cyr-l'École,La Gorp
18572,Il me faut un aller venant de Saint-Sulpice (Tarn) à destination de Guéthary,VALID,Saint-Sulpice (Tarn),Guéthary
18573,quels sont les une plaec au mohon ?,VALID,,Mohon
18574,réserve moi une place pour amifontaine en provenance de pont-de-veyle,VALID,Pont-de-Veyle,Amifontaine
18575,a quelle heure part un train pour avignon tgv ?,VALID,,Avignon TGV
18576,a quelle heure part un ter a destination de baume-les-dames ?,VALID,,Baume-les-Dames
18577,donne-moi un train entre vonnas et dourdan la forêt,VALID,Vonnas,Dourdan La Forêt
18578,A quelle heure part une place jusqu'a Danjoutin ?,VALID,,Danjoutin
18579,Reserve moi une place pour Breuil - Romain en provenance de Laissac,VALID,Laissac,Breuil - Romain
18580,Affiche un voyage entre Gournay - Ferrières et Vélines,VALID,Gournay - Ferrières,Vélines
18581,billet aulnoye-aymeries depuis anstaing,VALID,Anstaing,Aulnoye-Aymeries
18582,Sors-moi un voyage entre Boucoiran-et-Nozieres et Ker Lann,VALID,Boucoiran-et-Nozières,Ker Lann
18583,reserve moi une place pour givors en provenance de les cauquillous,VALID,Les Cauquillous,Givors
18584,Varennes-sur-Fouzon - Courville-sur-Eure,VALID,Varennes-sur-Fouzon,Courville-sur-Eure
18585,billet Argentiere depuis Margaux,VALID,Margaux,Argentière
18586,la ville de laragne-monteglin est belle,INVALID,,
18587,"Je dois aller àL a Villette Saint-Prest pour une réunion, je pars de Pont de Bois",VALID,Pont de Bois,La Villette Saint-Prest
18588,j'ai besoin de un tgv depuis saint-jean-de-losne au coutras,VALID,Saint-Jean-de-Losne,Coutras
18589,quels sont les un billet pour nice ?,VALID,,Nice
18590,La ville de Saint-Rome-de-Cernon est belle,INVALID,,
18591, ya-t-il un billet à la forest-landerneau ?,VALID,,La Forest-Landerneau
18592,"Je dois aller à Maule pour une réunion, je pars de Saint-Maurice-de-Beynost",VALID,Saint-Maurice-de-Beynost,Maule
18593,réserve moi une place pour saint-paterne-racan en provenance de mennessis,VALID,Mennessis,Saint-Paterne-Racan
18594,un aller vers etaples - le touquet au depart de saint-bonnet-de-rochefort,VALID,Saint-Bonnet-de-Rochefort,Étaples - Le Touquet
18595,Réserve moi une place pour Garancières - La Queue en provenance de Châteaulin,VALID,Châteaulin,Garancières - La Queue
18596,la ville de assier est belle,INVALID,,
18597,Trouve-moi un TGV entre Les Clairières de Verneuil et Saint-Martory,VALID,Les Clairières de Verneuil,Saint-Martory
18598,train saint-piat montreuil-ebllay,VALID,Saint-Piat,Montreuil-Bellay
18599,billet Saint-Quentin-Fallavier depuis Felletin,VALID,Felletin,Saint-Quentin-Fallavier
18600,un train vers la ville-dieu-du-temple au départ de dambach-la-ville,VALID,Dambach-la-Ville,La Ville-Dieu-du-Temple
18601,Réserve moi une place pour Bischoffhseim en provenance de Champagne-Ardenne TGV,VALID,Champagne-Ardenne TGV,Bischoffsheim
18602,je cherch emon ami michelle,INVALID,,
18603,billet Einvaux depuis Guignicourt,VALID,Guignicourt,Einvaux
18604,billet paris gare du nord depuis lourches,VALID,Lourches,Paris Gare du Nord
18605,"je dois aller à la membrolle-sur-choisille pour une réunion, je pars de issy-les-moulineaux",VALID,Issy-les-Moulineaux,La Membrolle-sur-Choisille
18606,la ville de joncet est belle,INVALID,,
18607,y a-t-il un aller en direction de l'arbresel ?,VALID,,L'Arbresle
18608,a quelle heure part un aller vers annecy ?,VALID,,Annecy
18609,gemeaux - saint-patrice,VALID,Gemeaux,Saint-Patrice
18610,train Roissy-en-Brie Bollène La Croisière,VALID,Roissy-en-Brie,Bollène La Croisière
18611,Reserve moi une place pour Saint-Denis-des-Murs en provenance de Polliat,VALID,Polliat,Saint-Denis-des-Murs
18612,train Laneuveville-devant-Nancy Breteuil,VALID,Laneuveville-devant-Nancy,Breteuil
18613,Je souhaite un trajet au départ de Peltre au Golfech,VALID,Peltre,Golfech
18614,train Herbitzheim Suevres,VALID,Herbitzheim,Suèvres
18615,raconte moi une blague,INVALID,,
18616,La ville de Bondy est belle,INVALID,,
18617,"je dois aller à générac pour une réunion, je pars de orange",VALID,Orange,Générac
18618,"ej dois aller à la ferté-bernard pour une réunion, je pars de montfavet",VALID,Montfavet,La Ferté-Bernard
18619,Réserve moi une place pour Champ de Courses d'Enghien en provenance de Prissé-la-Charrière,VALID,Prissé-la-Charrière,Champ de Courses d'Enghien
18620,wattignies - templemars - wesserlnig,VALID,Wattignies - Templemars,Wesserling
18621,un voyage pou rMer au départ de La Hume,VALID,La Hume,Mer
18622,un train jusqu'a Cugand en partant de Surgeres,VALID,Surgères,Cugand
18623, Aquelle heure part une place à destination de Cramoisy ?,VALID,,Cramoisy
18624,Quels sont les un aller à Feuquières - Broquiers ?,VALID,,Feuquières - Broquiers
18625,réserve moi une place pour calais - fréthun en provenance de avignon tgv,VALID,Avignon TGV,Calais - Fréthun
18626,Je m'appelel Vaulry,INVALID,,
18627,Y a-t-il une liaison à destination de Cergy Préfecture ?,VALID,,Cergy Préfecture
18628,Existe-t-il un aller-simple en direction de Genlis ?,VALID,,Genlis
18629,"je dois aller a clermont la pardieu pour une reunion, je pars de brunemont",VALID,Brunémont,Clermont La Pardieu
18630,un voyage vers Croix L'Allumette de Sèvres Rive Gauche,VALID,Sèvres Rive Gauche,Croix L'Allumette
18631,reserve moi une place pour laval-de-cere en provenance de romaneche-thorins,VALID,Romanèche-Thorins,Laval-de-Cère
18632,une place a Pont deL ignon de Malesherbes,VALID,Malesherbes,Pont de Lignon
18633,un aller-simple pour viry-chatillon au depart de betaille,VALID,Bétaille,Viry-Châtillon
18634,train courbevoie issé,VALID,Courbevoie,Issé
18635,"bonjour matthieu, comment ca va ?",INVALID,,
18636,je voudrais une pizza,INVALID,,
18637,billet morgny-la-pommeraye depuis joigny,VALID,Joigny,Morgny-la-Pommeraye
18638,Quel temps fait-il à Montigny - Beauchamp ?,INVALID,,
18639,La ville de Meudon est belel,INVALID,,
18640,"je dois aller à générac pour une réunion, je pars de lizy-sur-ourcq",VALID,Lizy-sur-Ourcq,Générac
18641,J'aimerais un TGV en partant de Douzillac au La Baule-Escoublac,VALID,Douzillac,La Baule-Escoublac
18642,Réserve moi une place pour Lyon Perrache en provenance de Saint-Aigulin - La Roche-Chalais,VALID,Saint-Aigulin - La Roche-Chalais,Lyon Perrache
18643,je veux un trajet du côté de avoudrey en direction de la fère,VALID,Avoudrey,La Fère
18644,go pour un train entre loos-en-gohelle et rochy-condé,VALID,Loos-en-Gohelle,Rochy-Condé
18645,Je m'appelle Neufchâteau,INVALID,,
18646,Affiche une place entre Enghien-les-Bains et Lamothe-Landerron,VALID,Enghien-les-Bains,Lamothe-Landerron
18647,un ter à carhaix-plouguer depuis peille,VALID,Peille,Carhaix-Plouguer
18648,billet kogenheim dpeuis val-de-vesle,VALID,Val-de-Vesle,Kogenheim
18649,Est-ce qu'il y a un trajet à Farschviller ?,VALID,,Farschviller
18650,j'aimeraisu ne place au départ de bouaye en direction de rœux,VALID,Bouaye,Rœux
18651,Rieux - Angicourt - Lexos,VALID,Rieux - Angicourt,Lexos
18652,Reserve moi une place pour Saint-Raphael Valescure en provenance de La Bonneville-sur-Iton,VALID,La Bonneville-sur-Iton,Saint-Raphaël Valescure
18653,un billet à hellemmes de varangéville - saint-nicolas,VALID,Varangéville - Saint-Nicolas,Hellemmes
18654,"je dois aller à auterive pour une réunion, j epars de siorac-en-périgord",VALID,Siorac-en-Périgord,Auterive
18655,ennevelin - sedan,VALID,Ennevelin,Sedan
18656,réserve moi une place pour montbarrey en provenance de homécourt,VALID,Homécourt,Montbarrey
18657,billet sedan depuis tullins fures,VALID,Tullins Fures,Sedan
18658,"je dois aller à neuvic pour une réunion, je pars de ancy-sur-moselle",VALID,Ancy-sur-Moselle,Neuvic
18659,A quelle heure part un TER en direction de Lille Europe ?,VALID,,Lille Europe
18660,Surdon - Châbons,VALID,Surdon,Châbons
18661,Valençay - Voreppe,VALID,Valençay,Voreppe
18662,un aller pour Golfech de Wissembourg,VALID,Wissembourg,Golfech
18663,une liaison pour Saint-Victor-l'Abbaye en partant de Chessy,VALID,Chessy,Saint-Victor-l'Abbaye
18664,train abbaretz tarascon-sur-arigee,VALID,Abbaretz,Tarascon-sur-Ariège
18665,Quel temps fait-il à Les Bons Pères ?,INVALID,,
18666,c'est quoi le sens de la vie ?,INVALID,,
18667,trouve-moi un aller-simple entre conde-sur-huisne et pierre-buffiere,VALID,Condé-sur-Huisne,Pierre-Buffière
18668,sors-moi une liaison entr epessac et neussargues,VALID,Pessac,Neussargues
18669,Quel temps fait-il à Thiviers ?,INVALID,,
18670,billet Dannes -C amiers depuis Igny,VALID,Igny,Dannes - Camiers
18671,billet Saint-Cyr-en-Val La Source depuisP ernes - Camblain,VALID,Pernes - Camblain,Saint-Cyr-en-Val La Source
18672,billet audun-le-tiche depuis espéraza,VALID,Espéraza,Audun-le-Tiche
18673,je voudrais une pizza,INVALID,,
18674,train dommartin - remiencourt malansac,VALID,Dommartin - Remiencourt,Malansac
18675,Y a-t-il un billet a Emerainville - Pontault-Combault ?,VALID,,Émerainville - Pontault-Combault
18676,j'aimerais un ter partant de wingen-sur-moder au le buisson-de-cadouin,VALID,Wingen-sur-Moder,Le Buisson-de-Cadouin
18677,trani nanteuil - saâcy arleux,VALID,Nanteuil - Saâcy,Arleux
18678,raconte moi une blague,INVALID,,
18679,billet marolles-en-hurepoix depuis sainte-maure - noyant,VALID,Sainte-Maure - Noyant,Marolles-en-Hurepoix
18680,Je voudrais un TER en partant de Meuse TGV a Loivre,VALID,Meuse TGV,Loivre
18681,train Saint-Fons Morlaix,VALID,Saint-Fons,Morlaix
18682,recherche un aller-simple partant de saint-étienne-de-montluc à destination de damiatte - saint-paul,VALID,Saint-Étienne-de-Montluc,Damiatte - Saint-Paul
18683,y a-t-il un ter en direction de chedde ?,VALID,,Chedde
18684,un train à destination de Vigeois au départ de La Bachellerie,VALID,La Bachellerie,Vigeois
18685,C'est quoi le sens de la vie ?,INVALID,,
18686,"Je dois aller à Krimmeri Meinau pour une réunion, je pars de Fréteval - Morée",VALID,Fréteval - Morée,Krimmeri Meinau
18687,train cavailoln damblain,VALID,Cavaillon,Damblain
18688,billet caudry depuis beauvoisin,VALID,Beauvoisin,Caudry
18689,train hombourg-budange walbourg,VALID,Hombourg-Budange,Walbourg
18690,un voyage jusqu'a lavaur en partant de ceintrey,VALID,Ceintrey,Lavaur
18691,billet Salon-de-Provence depuis Brebieres,VALID,Brebières,Salon-de-Provence
18692,quels sont les un aller-simple vers milly-sur-therain ?,VALID,,Milly-sur-Thérain
18693,Raconte moi une blague,INVALID,,
18694,J'ai besoin de un TER depuis Gourdon en direction de Francheville,VALID,Gourdon,Francheville
18695,A quelle heure part un voyage a Grenoble Universites - Gieres ?,VALID,,Grenoble Universités - Gières
18696,train munchhausen marlieux - chatillon,VALID,Munchhausen,Marlieux - Châtillon
18697,train ronchamp fouquereuil,VALID,Ronchamp,Fouquereuil
18698,quel temps fait-il à tende ?,INVALID,,
18699,train Thouars Saales,VALID,Thouars,Saales
18700,train Valdahon Dijon,VALID,Valdahon,Dijon
18701,trian Remy St-Sever,VALID,Remy,St-Sever
18702,affiche un voyage entre mussidan et pulligny-autrey,VALID,Mussidan,Pulligny-Autrey
18703,je voudrais une pizza,INVALID,,
18704,billet Rivesaltes depuis Massy - Verrières,VALID,Massy - Verrières,Rivesaltes
18705,Est-ce qu'il y a un train à destination de Puget-Ville ?,VALID,,Puget-Ville
18706,réserve moi une place pour picon busserine en provenance de mauzé-sur-le-mignon,VALID,Mauzé-sur-le-Mignon,Picon Busserine
18707,Est-ce qu'il y a un TGV a Dommartin - Lissieu ?,VALID,,Dommartin - Lissieu
18708,Réserve moi une place pour Futuroscope en provenance de Châteaulin,VALID,Châteaulin,Futuroscope
18709,c'est quoi le sens de la vie ?,INVALID,,
18710,je voudrais une pizza,INVALID,,
18711,je voudrais une pizza,INVALID,,
18712,réserve moi une place pour simiane-collongue en provenance de plééne-jugon,VALID,Plénée-Jugon,Simiane-Collongue
18713,billet saint-pierre-la-cour depuis crest,VALID,Crest,Saint-Pierre-la-Cour
18714,train Amagne - Lucquy Servas - Lent,VALID,Amagne - Lucquy,Servas - Lent
18715,C'est quoi le sens de la vie ?,INVALID,,
18716,Est-ce qu'il y a un TER au Orangis Bois de l'Épine ?,VALID,,Orangis Bois de l'Épine
18717,C'est quoi le sens de la vie ?,INVALID,,
18718,j'ai besoin de un trajet depuis valleiry pour saint-martin d'étampes,VALID,Valleiry,Saint-Martin d'Étampes
18719,billet la hutte coulombiers depuis durtol - nohanent,VALID,Durtol - Nohanent,La Hutte Coulombiers
18720,je voudrais une pizza,INVALID,,
18721,un billet a Les Perrieres du cote de Juvisy-sur-Orge,VALID,Juvisy-sur-Orge,Les Perrières
18722,billet metzeral depuis le méridien la ferrière,VALID,Le Méridien La Ferrière,Metzeral
18723,Quel temps fait-il à Paris Gare du Nord ?,INVALID,,
18724,Existe-t-il un TER au Boussy-Saint-Antoine ?,VALID,,Boussy-Saint-Antoine
