sentence_id,sentence,intent,departure,destination,intermediate
S006795,De Ruffec vers Argelès-sur-Mer avec correspondance a Savennières - Béhuard,TRIP,Ruffec,Argelès-sur-Mer,Savennières - Béhuard
S005381,Comnent almer de Sarlat-la-Canéda a anteuuil-le-Haudouin,TRIP,Sarlat-la-Canéda,Nanteuil-le-Haudouin,
S008221,Arriver,NOT_TRIP,,,
S007843,je n'aime pas voyager,NOT_TRIP,,,
S005961,le haut banc thann centre via bischheim,TRIP,Le Haut Banc,Thann Centre,Bischheim
S003541,Prendre le train de Groslay a Amiens,TRIP,Groslay,Amiens,
S002063,Je voudrais prendre un traon de Vernouuillet - Veerneuil a Foche-lez-Beaupré,TRIP,Vernouillet - Verneuil,Roche-lez-Beaupré,
S000608,pont de sallaumines - trélazé,TRIP,Pont de Sallaumines,Trélazé,
S003147,y a-t-il un train de gazeran a traou nez ?,TRIP,Gazeran,Traou Nez,
S007619,voyage,NOT_TRIP,,,
S000400,un train de bains-les-bains a morre,TRIP,Bains-les-Bains,Morre,
S000318,Je veux me rendre a Montigny-sur-Loing en partant de La Suze-sur-Sarthe,TRIP,La Suze-sur-Sarthe,Montigny-sur-Loing,
S000538,J'aimerais un billet de Condé-sur-Huisne a Lyon Gorge de Loup,TRIP,Condé-sur-Huisne,Lyon Gorge de Loup,
S003205,est-ce qu'il y a un train de saint-agne a folligny,TRIP,Saint-Agne,Folligny,
S001440,prendre le train de vaux-sur-seine a nogent-le-rotrou,TRIP,Vaux-sur-Seine,Nogent-le-Rotrou,
S008720,Ich mochte von Paris nach Lyon fahren,NOT_FRENCH,,,
S001047,voyaje de Villeneuve-sur-Allier a Dives-sur-Mer Port Guillaume,TRIP,Villeneuve-sur-Allier,Dives-sur-Mer Port Guillaume,
S006384,Villeheriviers Sait-Laurent-de-la-Prée - Fouras via Montaigjt-le-Blanc,TRIP,Villeherviers,Saint-Laurent-de-la-Prée - Fouras,Montaigut-le-Blanc
S000224,je voudrais me rendre a villeneuve-la-comtesse depuis écommoy,TRIP,Écommoy,Villeneuve-la-Comtesse,
S009396,How do I get to Marseille,NOT_FRENCH,,,
S001529,Je souhaite aller de Arvant a Aime - La Plagne,TRIP,Arvant,Aime - La Plagne,
S006587,De Bagneaux-sur-Loing vers Vendenheim avec correspondance a Thenissey,TRIP,Bagneaux-sur-Loing,Vendenheim,Thenissey
S001231,Aller de Éragny - Neuville a Kilstett,TRIP,Éragny - Neuville,Kilstett,
S009158,How do I get to Marseille,NOT_FRENCH,,,
S000265,Train de Morre a Chocques,TRIP,Morre,Chocques,
S003611,Je voudrais aller de Morvillars a Le Penity,TRIP,Morvillars,Le Pénity,
S008342,D'accord,NOT_TRIP,,,
S007740,Ok,NOT_TRIP,,,
S003855,"S'il vous plqit, un trajet de léchâtem a Sainy-acques-de-la-Lanfe",TRIP,Pléchâtel,Saint-Jacques-de-la-Lande,
S005110,Me rendre de Bessay-sur-Allier a Bressuire,TRIP,Bessay-sur-Allier,Bressuire,
S008785,I would like a train ticket,NOT_FRENCH,,,
S003958,Je me rends a Marchezais - Broué depuis Saint-Étienne-du-Rouvray,TRIP,Saint-Étienne-du-Rouvray,Marchezais - Broué,
S007088,Nice de te rencontrer,NOT_TRIP,,,
S001169,quel train pour aller de saint-omer a ecully - tassin,TRIP,Saint-Omer,Ecully - Tassin,
S003724,direction saverne au depart de leforest,TRIP,Leforest,Saverne,
S009425,Ich mochte von Paris nach Lyon fahren,NOT_FRENCH,,,
S007287,Je m'appelle Paris,NOT_TRIP,,,
S001168,Je voyage de Arcy-sur-Cure a Plouigneau,TRIP,Arcy-sur-Cure,Plouigneau,
S008268,C'est trop cher,NOT_TRIP,,,
S008850,Como llego a Marsella,NOT_FRENCH,,,
S006880,Je veux passer par Aigues-Mortes pour aller de Chanac a Kalhausen,TRIP,Chanac,Kalhausen,Aigues-Mortes
S004778,Train de Liesle a Civrieux-d'Azergues,TRIP,Liesle,Civrieux-d'Azergues,
S002507,Aller de Hargicourt - Pierrepont a Saujon,TRIP,Hargicourt - Pierrepont,Saujon,
S005257,y a-t-il un train de menton garavan a sainte-geneviève-des-bois ?,TRIP,Menton Garavan,Sainte-Geneviève-des-Bois,
S007408,Super,NOT_TRIP,,,
S003510,est-ce qu'il y a un train de le thor a bussiere-galant,TRIP,Le Thor,Bussière-Galant,
S001392,Pourriez-vous me trouver un train de Mouroux a Remise à Jorelle,TRIP,Mouroux,Remise à Jorelle,
S007485,j'ai rencontre marseille hier,NOT_TRIP,,,
S000232,J'aimerais aller de Villefranche-de-Lauragais a Montreuil sur Mer,TRIP,Villefranche-de-Lauragais,Montreuil sur Mer,
S009579,???,UNKNOWN,,,
S002688,Je veux aller de Rresnoy-le-Grand a Montrjesu - Gourdan-Polignan,TRIP,Fresnoy-le-Grand,Montréjeau - Gourdan-Polignan,
S007425,La SNCF c'est pas mal,NOT_TRIP,,,
S004562,De Vic-sur-Cere jusqu'a Gargenville,TRIP,Vic-sur-Cère,Gargenville,
S002106,Je veux me rendre a Messac - Guipry en partant de La Fontaine,TRIP,La Fontaine,Messac - Guipry,
S008273,Merci,NOT_TRIP,,,
S005639,Billet Pontanevaux L'Hermitage - Mordelles,TRIP,Pontanevaux,L'Hermitage - Mordelles,
S003631,Je oudraus aller de aint-Cyr Les Lecques - La Cadière z Sous le Bois,TRIP,Saint-Cyr Les Lecques - La Cadière,Sous le Bois,
S004548,Je me rends a Port Boulet depuis Rosières-aux-Salines,TRIP,Rosières-aux-Salines,Port Boulet,
S005297,Je voudrais aller de Boulogne Tintelleries a Saint-Dizier,TRIP,Boulogne Tintelleries,Saint-Dizier,
S008446,Nice de te rencontrer,NOT_TRIP,,,
S006674,De Vaumoise vers Saint-Gildas-des-Bois avec correspondance a Mezeriat,TRIP,Vaumoise,Saint-Gildas-des-Bois,Mézériat
S008507,Un biglietto per Marsiglia,NOT_FRENCH,,,
S009393,I want to go from Paris to Lyon,NOT_FRENCH,,,
S005258,je veux me rendre a raon-l'étape en partant de origny-en-thiérache,TRIP,Origny-en-Thiérache,Raon-l'Étape,
S001354,Prendre le train de Lavilletertre a Angers Saint-Laud,TRIP,Lavilletertre,Angers Saint-Laud,
S000504,turenne puis donzère,TRIP,Turenne,Donzère,
S001085,Pourriez-vous me trouver un train de Rabastens - Coufouleux a Montsûrs,TRIP,Rabastens - Coufouleux,Montsûrs,
S000105,Je voudrais aller de Langeais a Limersheim,TRIP,Langeais,Limersheim,
S003769,Je voudrais aller de Méry-sur-Oise a Saint-Clément - Laronxe,TRIP,Méry-sur-Oise,Saint-Clément - Laronxe,
S004131,Quel train pour aller de Challans a Le Creusot - Montceau-les-Mines - Montchanin TGV,TRIP,Challans,Le Creusot - Montceau-les-Mines - Montchanin TGV,
S003805,Pourriez-vous me trouver un train de Pont-sur-onne a Wambaix,TRIP,Pont-sur-Yonne,Wambaix,
S009479,Ein Zug nach Marseille bitte,NOT_FRENCH,,,
S008999,Je want to go Lyon,NOT_FRENCH,,,
S007054,Il fait beau aujourd'hui,NOT_TRIP,,,
S008490,Arriver,NOT_TRIP,,,
S002498,Me rendre de Garchizy a Wilwisheim,TRIP,Garchizy,Wilwisheim,
S002646,partir de ales pour louvres,TRIP,Alès,Louvres,
S001677,partir de bègles vers saint-laurent-d'aigouze,TRIP,Bègles,Saint-Laurent-d'Aigouze,
S004840,Comment aller de Faremoutiers - Pommeuse a Triel-sur-Seine,TRIP,Faremoutiers - Pommeuse,Triel-sur-Seine,
S005275,de foucart - alvimare jusqu'a broye,TRIP,Foucart - Alvimare,Broye,
S007227,Nice de te rencontrer,NOT_TRIP,,,
S004705,Me rendre de Le Chenay Gagny a Chartrettes,TRIP,Le Chénay Gagny,Chartrettes,
S009130,Un billete de tren por favor,NOT_FRENCH,,,
S005281,Marignac-St-Béat Grésy-sur-Isère,TRIP,Marignac-St-Béat,Grésy-sur-Isère,
S002407,Boussy-Saint-Antoine direction Vic-sur-Cère,TRIP,Boussy-Saint-Antoine,Vic-sur-Cère,
S000414,De Jarrie - Vizille a Quimperlé,TRIP,Jarrie - Vizille,Quimperlé,
S004254,Vraincourt-Viéville - Cergy le Haut,TRIP,Vraincourt-Viéville,Cergy le Haut,
S004331,Train de Chateau-Thierry a Gonfaron,TRIP,Château-Thierry,Gonfaron,
S008123,aide moi,NOT_TRIP,,,
S000337,Billet Villeneuve-les-Maguelone Roissy-en-Brie,TRIP,Villeneuve-lès-Maguelone,Roissy-en-Brie,
S009216,How do I get to Marseille,NOT_FRENCH,,,
S007155,salut,NOT_TRIP,,,
S004345,depart eu arrivee carnoules,TRIP,Eu,Carnoules,
S006424,de saint-julien-du-sault a st-germain-st-remy en passant par bolquere-eyne,TRIP,Saint-Julien-du-Sault,St-Germain-St-Rémy,Bolquère-Eyne
S003882,Y a-t-il un train de Kontroeuil-Bellay a Xaint-Brice-sur-Vienne ?,TRIP,Montreuil-Bellay,Saint-Brice-sur-Vienne,
S009768,@#$%,UNKNOWN,,,
S006644,Olette - Canaveilles Aéroport harlzs de Galke 1 va Saint-Nom-la-Bretècje Forêt de Marly T13,TRIP,Olette - Canaveilles,Aéroport Charles de Gaulle 1,Saint-Nom-la-Bretèche Forêt de Marly T13
S000703,Un train de Rue a Collioure pour demain,TRIP,Rue,Collioure,
S002621,"bonjour, je voudrais aller de digoin a saint-pierre-des-corps",TRIP,Digoin,Saint-Pierre-des-Corps,
S002450,Je voudrais prendre un train de Igney a Montoir-de-Bretagne,TRIP,Igney,Montoir-de-Bretagne,
S000574,Un train de Pierre-Bénite a Saint-Victor-l'Abbaye pour demain,TRIP,Pierre-Bénite,Saint-Victor-l'Abbaye,
S006275,Je voudrais aller de Mohon a Gretz-Armainvilliers en passant par Vienne,TRIP,Mohon,Gretz-Armainvilliers,Vienne
S007611,Merci,NOT_TRIP,,,
S000474,Un train de Nanterre Université a Pont-à-Mousson pour demain,TRIP,Nanterre Université,Pont-à-Mousson,
S003823,Ce soir je vais de Dannemarie a Le Puy-en-Velay,TRIP,Dannemarie,Le Puy-en-Velay,
S008248,Voyage,NOT_TRIP,,,
S007643,genial,NOT_TRIP,,,
S007111,je m'appelle paris,NOT_TRIP,,,
S001322,je vais a pont petit depuis moreuil,TRIP,Moreuil,Pont Petit,
S006339,Je veux passer par Yffiniac pour aller de Nerondes a Bouray,TRIP,Nérondes,Bouray,Yffiniac
S006853,Train de Jarrie - Vizille a Saint-Sulpice - Izon passant par Breuillet - Bruyeres-le-Chatel,TRIP,Jarrie - Vizille,Saint-Sulpice - Izon,Breuillet - Bruyères-le-Châtel
S004324,Depuis Pleudihen-sur-Rance jusqu'a Salon-de-Provence,TRIP,Pleudihen-sur-Rance,Salon-de-Provence,
S005332,Train de Vidauban a Saint-Vit,TRIP,Vidauban,Saint-Vit,
S009292,Vorrei andare da Parigi a Lione,NOT_FRENCH,,,
S003525,j'aimerais un billet de brumath a sarreguemines,TRIP,Brumath,Sarreguemines,
S008338,Bonjour,NOT_TRIP,,,
S009391,I want aller a Paris,NOT_FRENCH,,,
S007386,Il fait beau aujourd'hui,NOT_TRIP,,,
S002484,Folligny puis Lutzelhouse,TRIP,Folligny,Lutzelhouse,
S006834,Je vooudrais aller de Vandières a Épouvllle en passant par Ballancourt-sur-Essnne,TRIP,Vandières,Épouville,Ballancourt-sur-Essonne
S007064,Partir,NOT_TRIP,,,
S005916,Partir de Marles-en-Brie vers Byans-sur-Doubs,TRIP,Marles-en-Brie,Byans-sur-Doubs,
S003197,comment aller de landerneau a provenchères-sur-fave ?,TRIP,Landerneau,Provenchères-sur-Fave,
S007682,J'aime les trains,NOT_TRIP,,,
S006489,Je voudrais aller de Montauban-de-Bretagne a Pont de la Deûle en passant par Jaunay-Clan,TRIP,Montauban-de-Bretagne,Pont de la Deûle,Jaunay-Clan
S005737,Me rendre de Saint-Jean-de-Maurienne Arvan a Sarralbe,TRIP,Saint-Jean-de-Maurienne Arvan,Sarralbe,
S004388,Depart de Laboissière - Le Déluge arrivee a Noisy-le-Sec,TRIP,Laboissière - Le Déluge,Noisy-le-Sec,
S000592,quel train de saint-leon-sur-l'isle a roubaix ?,TRIP,Saint-Léon-sur-l'Isle,Roubaix,
S002253,Un tran de Cassel a Tricot pour demain,TRIP,Cassel,Tricot,
S002051,"s'il vous plait, un trajet de champagne-sur-seine a valdahon",TRIP,Champagne-sur-Seine,Valdahon,
S000565,Demain je parrs de Aix-les-Bains le Revard pour Beetoncelles,TRIP,Aix-les-Bains le Revard,Bretoncelles,
S002026,"S'il vous plait, un trajet de Maurois a Bergerac",TRIP,Maurois,Bergerac,
S007371,Voyage,NOT_TRIP,,,
S003316,Aller de Sarliève - Cournon a Saint-Savinien,TRIP,Sarliève - Cournon,Saint-Savinien,
S002642,Depart Lamotte-Beuvron arrivee Quiberon,TRIP,Lamotte-Beuvron,Quiberon,
S005375,De Arnage a Boucau,TRIP,Arnage,Boucau,
S005844,Un train de Villetaneuse Université a Brignais pour demain,TRIP,Villetaneuse Université,Brignais,
S003220,Billet Is-sur-Tille Loos lez Lille,TRIP,Is-sur-Tille,Loos lez Lille,
S008927,Can you help me,NOT_FRENCH,,,
S009787,aaaaaaaa,UNKNOWN,,,
S000146,ce soir je vais de rochy-condé a bourges,TRIP,Rochy-Condé,Bourges,
S001649,Je dois aller de Kruth a Bourgoin-Jallieu demain,TRIP,Kruth,Bourgoin-Jallieu,
S008641,Ich mochte von Paris nach Lyon fahren,NOT_FRENCH,,,
S005963,houdan lannemezan via le puy-en-velay,TRIP,Houdan,Lannemezan,Le Puy-en-Velay
S004040,je voyage de champs - saint-bris a bellac,TRIP,Champs - Saint-Bris,Bellac,
S001967,est-ce qu'il y a un train de veigné a flavy-le-martel,TRIP,Veigné,Flavy-le-Martel,
S003703,"S'il vous plait, un trajet de Sathonay - Rillieux a Montbrison",TRIP,Sathonay - Rillieux,Montbrison,
S005871,je me rends a villefranque depuis vézelise,TRIP,Vézelise,Villefranque,
S003980,Je voudrais aller de Avenue Henri Martin a Bourron-Marlotte - Grez,TRIP,Avenue Henri Martin,Bourron-Marlotte - Grez,
S003753,Un billet de Carnoles a Mothern,TRIP,Carnoles,Mothern,
S007873,J'aime les trains,NOT_TRIP,,,
S000729,ranspach marquixanes,TRIP,Ranspach,Marquixanes,
S008184,il fait beau aujourd'hui,NOT_TRIP,,,
S006642,je veux passer par hénin-beaumont pour aller de vichy a biarritz,TRIP,Vichy,Biarritz,Hénin-Beaumont
S008503,Ein Zug nach Marseille bitte,NOT_FRENCH,,,
S007139,Comment cs marche,NOT_TRIP,,,
S005860,y a-t-il un train de riom - chatel-guyon a saint-pierre-quiberon,TRIP,Riom - Châtel-Guyon,Saint-Pierre-Quiberon,
S002144,Y a-t-il un train de Carmaux a La Loupe,TRIP,Carmaux,La Loupe,
S000730,Je veux aller de Saint-Hilaire-de-Riez a Podensac,TRIP,Saint-Hilaire-de-Riez,Podensac,
S004489,J'aimerais aller de Lancey a Saint-Priest-Taurion,TRIP,Lancey,Saint-Priest-Taurion,
S007557,Il fait beau aujourd'hui,NOT_TRIP,,,
S008043,Je n'aime pas voyager,NOT_TRIP,,,
S007282,A bientot,NOT_TRIP,,,
S004574,Depart de Solignac - Le Vigen arrivee a Saint-Vallier sur Rhône,TRIP,Solignac - Le Vigen,Saint-Vallier sur Rhône,
S005679,Je dois aller de Meriel a Latour-de-Carol - Enveitg,TRIP,Mériel,Latour-de-Carol - Enveitg,
S002579,je souhaite aller de marcheprime a sainte-colombe,TRIP,Marcheprime,Sainte-Colombe,
S002950,est-ce qu'il y a un train de beaumont-le-roger a épouville,TRIP,Beaumont-le-Roger,Épouville,
S008719,Book a ticket for me,NOT_FRENCH,,,
S003632,argenton-sur-creuse puis saint-rambert-en-bugey,TRIP,Argenton-sur-Creuse,Saint-Rambert-en-Bugey,
S000452,Je souhaite aller de Longueville-sur-Scie a Hochfelden,TRIP,Longueville-sur-Scie,Hochfelden,
S003834,Le Teich - Port-Saint-Père - Saint-Mars,TRIP,Le Teich,Port-Saint-Père - Saint-Mars,
S001422,Duttlenheim Saint-Victor-l'Abbaye,TRIP,Duttlenheim,Saint-Victor-l'Abbaye,
S000016,de beauvais a vénissieux,TRIP,Beauvais,Vénissieux,
S000899,Comment aller de Aulnat Aéroport a Dieulouard ?,TRIP,Aulnat Aéroport,Dieulouard,
S009244,Wie komme ich nach Bordeaux,NOT_FRENCH,,,
S001950,y a-t-il un train de kurtzenhouse a mionnay ?,TRIP,Kurtzenhouse,Mionnay,
S002877,Depuis Sevran - Livry jusqu'a Saint-Étienne Carnot,TRIP,Sevran - Livry,Saint-Étienne Carnot,
S000664,Le Molay-Littry - Saint-Paterne-Racan,TRIP,Le Molay-Littry,Saint-Paterne-Racan,
S007520,je veux aller,NOT_TRIP,,,
S009279,Ein Zug nach Marseille bitte,NOT_FRENCH,,,
S008232,Au revooir,NOT_TRIP,,,
S006574,de voutré vers allassac avec correspondance a la hume,TRIP,Voutré,Allassac,La Hume
S006148,de le mée-sur-seine a lieusaint - moissy via vertaizon,TRIP,Le Mée-sur-Seine,Lieusaint - Moissy,Vertaizon
S007884,Aujourd'hui,NOT_TRIP,,,
S002179,prendre le train de saint-germain-du-puy a montataire,TRIP,Saint-Germain-du-Puy,Montataire,
S002805,halte de fontanil-lycée de drap - chocques,TRIP,Halte de Fontanil-Lycée de Drap,Chocques,
S006746,De Avignon TGVu vers Baollargues avrc correspondance a Stadae de France Saint-Denis,TRIP,Avignon TGV,Baillargues,Stade de France Saint-Denis
S005282,Voyager de Corseul - Languenan vers Fépin,TRIP,Corseul - Languenan,Fépin,
S003146,Les Ormes direction Tieffenbach - Struth,TRIP,Les Ormes,Tieffenbach - Struth,
S006841,Je voudrais aller de Montfort-l'Amaury - Mere a La Crau en passant par Frejus,TRIP,Montfort-l'Amaury - Méré,La Crau,Fréjus
S009197,I need to travel tomorrow,NOT_FRENCH,,,
S002348,demain je pars de issou - porcheville pour tonnerre,TRIP,Issou - Porcheville,Tonnerre,
S004773,un train de sevres rive gauche a varades - saint-florent le vieil,TRIP,Sèvres Rive Gauche,Varades - Saint-Florent le Vieil,
S003935,Maisons-Laffitte vers Éloyes,TRIP,Maisons-Laffitte,Éloyes,
S007451,bonsoir,NOT_TRIP,,,
S007771,Bonsoir,NOT_TRIP,,,
S001494,Est-ce qu'il y a un train de Basse-Ham a Danjoutin,TRIP,Basse-Ham,Danjoutin,
S009073,Train from Paris to Bordeaux please,NOT_FRENCH,,,
S002639,Y a-t-il un train de Aubazines - Saint-Hilaire a Manosque - Gréoux-les-Bains ?,TRIP,Aubazines - Saint-Hilaire,Manosque - Gréoux-les-Bains,
S002277,Demain je pars de Auffay pour Noyelles-sur-Mer,TRIP,Auffay,Noyelles-sur-Mer,
S002745,Direction Saint-Sébastien Pas Enchantés au depart de Collonges-lès-Premières,TRIP,Collonges-lès-Premières,Saint-Sébastien Pas Enchantés,
S008556,Je want to go Lyon,NOT_FRENCH,,,
S002470,Train de Pierrelaye a Albert,TRIP,Pierrelaye,Albert,
S003109,Comment aller de Fos-sur-Mer a Lentilly Charpenay ?,TRIP,Fos-sur-Mer,Lentilly Charpenay,
S005775,Partir de Rabastens - Coufouleux vers Joué-lès-Tours,TRIP,Rabastens - Coufouleux,Joué-lès-Tours,
S003904,Je me rends a Couilly - Saint-Germain - Quincy depuis Le Thor,TRIP,Le Thor,Couilly - Saint-Germain - Quincy,
S002314,Je dois aller de Pont de Lignon a Lunas demain,TRIP,Pont de Lignon,Lunas,
S001865,"S'il vous plaot, un traejet de Morteau a Miramas",TRIP,Morteau,Miramas,
S002369,y a-t-il un train de pontorson - mont-saint-michel a artenay,TRIP,Pontorson - Mont-Saint-Michel,Artenay,
S002968,Billet La Gorp Nort-sur-Erdre,TRIP,La Gorp,Nort-sur-Erdre,
S003333,Est-ce qu'il y a un train de Louroux-de-Bouble a Poix-Terron,TRIP,Louroux-de-Bouble,Poix-Terron,
S005468,Je veux me rendre a Méricourt - Ribemont en partant de La Penne-sur-Huveaune,TRIP,La Penne-sur-Huveaune,Méricourt - Ribemont,
S003254,Je dois aller de Avranches a Choisy-le-Roi demain,TRIP,Avranches,Choisy-le-Roi,
S000571,Y a-t-il un train se Valleroy - Moinzvile a Dardillly Le Jubin ?,TRIP,Valleroy - Moineville,Dardilly Le Jubin,
S005537,de pont du garigliano - hôpital européen georges pompidou jusqu'a thiers,TRIP,Pont du Garigliano - Hôpital Européen Georges Pompidou,Thiers,
S000861,je pars de livron-sur-drôme pour aller a prin-deyrançon,TRIP,Livron-sur-Drôme,Prin-Deyrançon,
S001980,Billet L'Aigle Chevaigne,TRIP,L'Aigle,Chevaigné,
S006440,De Formerie a Le Creusot - Montceau-les-Mines - Montchanin TGV via Montville,TRIP,Formerie,Le Creusot - Montceau-les-Mines - Montchanin TGV,Montville
S000768,je souhaite aller de rochefort a sainte-lizaigne,TRIP,Rochefort,Sainte-Lizaigne,
S000851,Je vais de Ceilhes - Roqueredonde a Mommenheim,TRIP,Ceilhes - Roqueredonde,Mommenheim,
S008711,I want to go from Paris to Lyon,NOT_FRENCH,,,
S005926,depuit Villeneuve-Loubet jusqu'a La Rivière de Mansac,TRIP,Villeneuve-Loubet,La Rivière de Mansac,
S007748,Super,NOT_TRIP,,,
S003136,Train de Orange a Nice Saint-Augustin,TRIP,Orange,Nice Saint-Augustin,
S006837,brandérion jarville-la-malgrange via conflans-sainte-honorine,TRIP,Brandérion,Jarville-la-Malgrange,Conflans-Sainte-Honorine
S003250,Ce soir je vais de Saint-Sulpice - Izon a Lardy,TRIP,Saint-Sulpice - Izon,Lardy,
S000845,Je veux me rendre a Arbsnats eni partant de Ebersheim,TRIP,Ebersheim,Arbanats,
S005702,je vais a saint-michel-sur-orge depuis trélazé,TRIP,Trélazé,Saint-Michel-sur-Orge,
S005894,aulnat aéroport - la norville - saint-germain-lès-arpajon,TRIP,Aulnat Aéroport,La Norville - Saint-Germain-lès-Arpajon,
S006140,Train de Gisors a Marvejols passant par Serres,TRIP,Gisors,Marvejols,Serres
S009165,Wie komme ich nach Bordeaux,NOT_FRENCH,,,
S000693,Un train de Cransac a La Ferte-Saint-Aubin pour demain,TRIP,Cransac,La Ferté-Saint-Aubin,
S006708,Morhange Reichshoffen via Sevran Beaudottes,TRIP,Morhange,Reichshoffen,Sevran Beaudottes
S006739,"Je pars de Bouaye, je passe par Générac et j'arrive a Dompierre-sur-Helpe",TRIP,Bouaye,Dompierre-sur-Helpe,Générac
S008859,Can you help me,NOT_FRENCH,,,
S004365,depuis sollies-pont jusqu'a sevres - ville-d'avray,TRIP,Solliès-Pont,Sèvres - Ville-d'Avray,
S000757,Je dois aller de Grisolles a Saint-Lo,TRIP,Grisolles,Saint-Lô,
S006177,De Compans vers Thiennes avec correspondance a Taverny,TRIP,Compans,Thiennes,Taverny
S007941,hello,NOT_TRIP,,,
S003087,Depart Limersheim arrivee Moûtiers - Salins - Brides-les-Bains,TRIP,Limersheim,Moûtiers - Salins - Brides-les-Bains,
S000041,y a-t-il un train de deûlémont a baume-les-dames,TRIP,Deûlémont,Baume-les-Dames,
S009663,qwerty,UNKNOWN,,,
S009754,@#$%,UNKNOWN,,,
S007999,Salut,NOT_TRIP,,,
S006340,Je voudrais aller de Xertigny a Saint-Rambert-en-Bugey en passant par Libercourt,TRIP,Xertigny,Saint-Rambert-en-Bugey,Libercourt
S009471,What is the best route,NOT_FRENCH,,,
S001846,Je voudrais aller de Graffenwald a Sisteron,TRIP,Graffenwald,Sisteron,
S001273,Je pars de Voreppe et je vais a Savigny-le-Temple - Nandy,TRIP,Voreppe,Savigny-le-Temple - Nandy,
S002429,De Bully - Grenay jusqu'a Dijon,TRIP,Bully - Grenay,Dijon,
S003170,je vais a chemilly - appoigny depuis le merlerault,TRIP,Le Merlerault,Chemilly - Appoigny,
S007714,j'ai rencontre marseille hier,NOT_TRIP,,,
S001530,Depuis Mâcon jusqu'a Salon-de-Provence,TRIP,Mâcon,Salon-de-Provence,
S000982,la ménitré direction villers-bretonneux,TRIP,La Ménitré,Villers-Bretonneux,
S008364,Je m'appelle Paris,NOT_TRIP,,,
S006008,saint-gratien puis saint-hilaire - saint-nazaire puis saint-gildas-des-bois,TRIP,Saint-Gratien,Saint-Gildas-des-Bois,Saint-Hilaire - Saint-Nazaire
S003899,Vrigne-Meuse direction La Hume,TRIP,Vrigne-Meuse,La Hume,
S008585,Ich mochte von Paris nach Lyon fahren,NOT_FRENCH,,,
S006083,De Toulin a Le Vieux Brriollay via Boulouris sur Mer,TRIP,Toulon,Le Vieux Briollay,Boulouris sur Mer
S001116,Mont de Terre puis Le Monastier-Pin-Moriès,TRIP,Mont de Terre,Le Monastier-Pin-Moriès,
S003887,voyager de châtel - nomexy vers clelles - mens,TRIP,Châtel - Nomexy,Clelles - Mens,
S002315,Quel tran pour aller de Paris Gare du ord a Ivty-sur-Seine,TRIP,Paris Gare du Nord,Ivry-sur-Seine,
S003180,Comment aller de Castelnaudary a Blanquefort ?,TRIP,Castelnaudary,Blanquefort,
S005435,je voyage de voreppe a corbehem,TRIP,Voreppe,Corbehem,
S008378,Arriver,NOT_TRIP,,,
S000908,Je vais a Strazeele depuis Mqrtres-Tolosanae,TRIP,Martres-Tolosane,Strazeele,
S007614,A bientot,NOT_TRIP,,,
S006374,Aller de Mouy - Bury a La Gorp avec un arret a Saubusse,TRIP,Mouy - Bury,La Gorp,Saubusse
S000632,je vais de bourron-marlotte - grez a la ville-dieu-du-temple,TRIP,Bourron-Marlotte - Grez,La Ville-Dieu-du-Temple,
S008089,C'est trop cher,NOT_TRIP,,,
S006336,Wavrin Montaigu via Chepy-Valines,TRIP,Wavrin,Montaigu,Chepy-Valines
S003837,Direction La Souterraine au depart de Sorgues - Chateauneuf-du-Pape,TRIP,Sorgues - Châteauneuf-du-Pape,La Souterraine,
S004175,direction coueron au depart de les pelerins,TRIP,Les Pélerins,Couëron,
S004455,Je souhaite aller de La Redonne Ensuès a Moirans,TRIP,La Redonne Ensuès,Moirans,
S009844,qwerty,UNKNOWN,,,
S007428,Demain,NOT_TRIP,,,
S009031,I need to travel tomorrow,NOT_FRENCH,,,
S004784,Voyager de Meudon Val Fleury vers Luçon,TRIP,Meudon Val Fleury,Luçon,
S001214,Je dois aller de Nogent-l'Artaud - Charly a Groisy - Thorens-Glières demain,TRIP,Nogent-l'Artaud - Charly,Groisy - Thorens-Glières,
S007793,Arriver,NOT_TRIP,,,
S002148,De Loonguyon a Limoux Flassian,TRIP,Longuyon,Limoux Flassian,
S004673,Metzervisse vers La Crau,TRIP,Metzervisse,La Crau,
S003832,Depart Chamelet arrivee Sainte-Colombe Septveilles,TRIP,Chamelet,Sainte-Colombe Septveilles,
S006890,je voudrais aller de moulins sur allier a roeschwoog en passant par les cabrils,TRIP,Moulins sur Allier,Roeschwoog,Les Cabrils
S000856,je voudrais prendre un train de barsac a matzenheim,TRIP,Barsac,Matzenheim,
S004157,Train de Valençay a Pons,TRIP,Valençay,Pons,
S006171,Je veux passer par Les Boullereaux Champigny pour aller de Longwy a Maizieres-les-Metz,TRIP,Longwy,Maizières-lès-Metz,Les Boullereaux Champigny
S002238,Pourriez-vous me trouver un train de Sartrouville a Bourgoin-Jallieu,TRIP,Sartrouville,Bourgoin-Jallieu,
S006771,bollwiller puis chantenay puis notre-dame de briançon,TRIP,Bollwiller,Notre-Dame de Briançon,Chantenay
S009914,blablabla,UNKNOWN,,,
S002226,Je vais de Villenouvelle a Bar-le-Duc,TRIP,Villenouvelle,Bar-le-Duc,
S002225,Je vais de Vigneux-sur-Seine a Le Vaureiat,TRIP,Vigneux-sur-Seine,Le Vauriat,
S005708,je voyage de pontrieux a teillé,TRIP,Pontrieux,Teillé,
S008067,Demain,NOT_TRIP,,,
